Destillerie:;Region:;Distrikt:;Hersteller:;Version:;Punkte:;Buch vom:;Adresse:;Telefon;Website;E-Mail
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 16-year-old 46% Cadenhead;77;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 21-year-old 40% Gordon MacPhail;81;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 23-year-old 46% Cadenhead;69;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 25-year-old 40% Gordon MacPhail;81;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 26-year-old 46% Cadenhead;66;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 1965 40% Gordon MacPhail;82;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 1964 46% Signatory;79;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 1960 40% Gordon MacPhail;81;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 29-year-old 43% Berry Brothers and Rudd;80;M. J. 1999;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 1967 57,8% Signatory;79;M. J. 1999;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant Cask Strength 15-year-old 59,9%;83;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant 1992 Cellar Reserve 46%;81;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant 11-year-old Distilled 1995 Dewar Rattray 59,9%;74;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant 13-year-old Duthie´s 46% ;77;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant 1973 Berry´s Own Selectiion 46%;83;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Campari Group;Glen Grant 36-year-old Distilled 1972 Bottled 2009 Cask No 8948 Duncan Taylor 46,2%;82;M. J. 2010;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glengyle;Campbeltown;Campbeltown;Mitchell`s Glengyle Ltd;Kilkerran 4-year-old, 58,6%;86;M. J. 2010;Glengyle Street, Campbeltown, Argyll PA28 6EX;0044/1586-55 20 09;www.kilkerran.com;info@kilkerran.com
Glen Keith;Highlands;Speyside;Seagram/Chivas;Glen Keith 10-year-old 43%;73;M.J. 1994;Station Road, Keith, Banffshire, AB55 3BS;00$$/15 42-78 30 44;;
Glenkinchie;Lowlands;Eastern Lowlands;United Distillers;Glenkinchie 10-year-old 43%;76;M.J. 1994;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;;
Glenkinchie;Lowlands;Eastern Lowlands;United Distillers;Glenkinchie 21-year-old 46% Cadenhead;76;M.J. 1994;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;;
Glenkinchie;Lowlands;Eastern Lowlands;United Distillers;Glenkinchie 1974 40% Connoisseurs Choice;76;M.J. 1994;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;;
Glenkinchie;Lowlands;Eastern Lowlands;United Distillers;Glenkinchie 1986 Distillers Edition Double Matured 43%;79;M. J. 1999;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;;
Glenkinchie;Lowlands;Eastern Lowlands;United Distillers;Jackson`s Row 40%;55;M. J. 1999;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;;
Glenkinchie;Lowlands;Eastern Lowlands;Diageo;Glenkinchie 12-year-old, 43%;79;M. J. 2010;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;www.discovering-distilleries.com;
Glenkinchie;Lowlands;Eastern Lowlands;Diageo;Glenkinchie 1989 Distillers Edition Double Matured 43%;81;M. J. 2010;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;www.discovering-distilleries.com;
Glenkinchie;Lowlands;Eastern Lowlands;Diageo;Glenkinchie 1991, Distillers Edition Double Matured, 43%;80;M. J. 2010;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;www.discovering-distilleries.com;
Glenkinchie;Lowlands;Eastern Lowlands;Diageo;Glenkinchie 20-year-old, 58,4%;82;M. J. 2010;Pencaithland, Tranent, East Lothian, EH34 5ET;0044/18 75-34 20 04;www.discovering-distilleries.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 12-year-old 40%;85;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 18-year-old 43%;87;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 21-year-old 43%;88;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 15-year-old 40% Gordon MacPhail;86;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 15-year-old 46% Gordon MacPhail;86;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 21-year-old 40% Gordon MacPhail;87;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 1961 40% Gordon MacPhail;88;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 29-year-old  (1963) 52,2% Signatory;87;M.J. 1994;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Archive 43%;86;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 15-year-old 57% Gordon MacPhail;87;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Vintage 1972 54,29%;84;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Vintage 1970 56,58%;84;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Vintage 1969 52,2%;84;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Vintage 1968 52,75%;88;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet Vintage 1967 53,32%;89;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 1978 60,2% Gordon & MacPhail;86;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Seagram/Chivas;The Glenlivet 1973 57,2% Signatory Cask Strength;85;M. J. 1999;Balindalloch, Banffshire, AB37 9DB;0044/15 42-78 32 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet 12-year-old, American Oak Finish, 40%;85;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet 15-year-old, French Oak Reserve, 40%;86;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet Nàdurra, 16-year-old, Batch No 0606A, Bottled 23 June 2006, 57,2%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet Cask Strength Edition, 16-year-old, Distilled 1990, Bottled 2006, Batch GL 16006, 57,9%;89;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet Archive, 21-year-old, 43%;85;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet 25-year-old, 43%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet 1975, Celtic Heartlands, 51,2%;66;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
The Glenlivet;Highlands;Speyside;Chivas Brothers;The Glenlivet 30-year-old, Glenkeir Treasures;82;M. J. 2010;Balindalloch, Banffshire, AB37 9DB;0044/1340-82 17 20;www.theglenlivet.com;
Glenlochy;Highlands;Western Highlands;United Distillers;Glenlochy 1974 40% Connoisseurs Choice;70;M.J. 1994;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;United Distillers;Glenlochy 27-year-old 46% Cadenhead;69;M.J. 1994;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;United Distillers;Glenlochy 1963 52,1% Signatory;69;M.J. 1994;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;DCL/UDV (Diageo);Glenlochy 25-year-old 62,2% Rare Malts;71;M. J. 1999;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;DCL/UDV (Diageo);Glenlochy 1977 40% Connoisseurs Choice;70;M. J. 1999;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;DCL/UDV (Diageo);Glenlochy 20-year-old 55,8% Cadenhead;70;M. J. 1999;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;DCL/UDV (Diageo);Glenlochy 32-year-old Signatory Silent Stills;69;M. J. 1999;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlochy;Highlands;Western Highlands;DCL/UDV (Diageo);Glenlochy 27-year-old, Rarest of the Rare, 54,8%;88;M. J. 2010;North Road, Fort William, Inverness.shire, PH33 6TQ;;;
Glenlossie;Highlands;Speyside;United Distillers;Glenlossie 10-year-old 43% Flora und Fauna;76;M.J. 1994;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glenlossie;Highlands;Speyside;United Distillers;Glenlossie 1971 40% Gordon MacPhail;76;M.J. 1994;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glenlossie;Highlands;Speyside;United Distillers;Glenlossie 1981 55,3% Scotch Malt Whisky Society;76;M.J. 1994;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glenlossie;Highlands;Speyside;UDV (Diageo);Glenlossie Vintage 1981 Sherry Cask Edition 43% Signatory;77;M. J. 1999;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glenlossie;Highlands;Speyside;UDV (Diageo);Glenlossie 16-year-old 43% Hart Brothers;77;M. J. 1999;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glenlossie;Highlands;Speyside;UDV (Diageo);Glenlossie 1974 40% Connoisseurs Choice;77;M. J. 1999;In der Nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 8-year-old 40% Gordon MacPhail;64;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 15-year-old 40% Gordon MacPhail;66;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 1965 40% Gordon MacPhail;76;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 14-year-old 43% Masters of Malt;70;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 1978 63,2% Gordon MacPhail;77;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;United Distillers;Glen Mhor 1966 51,6% Signatory;76;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;DCL;Glen Mhor 1979 66,7% Gordon & MacPhail;77;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;DCL;Glen Mhor Vintage 1977 43% Signatory;72;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;DCL;Glen Mhor 20-year-old 57,9% Cadenhead;74;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;DCL;Glen Mhor 21-year-old 43% Hart Brothers;76;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glen Mhor;Highlands;Speyside;DCL;Glen Mhor 32-year-old 1975 Rarest of the Rare 40,5%;65;M. J. 2010;Telfordstreet, Inverness, Inverness-shire, IV3 5LU;;;
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;Glenmorangie 10-year-old 40%;80;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;The Native Ross-shire Glenmorangie 10-year-old 57,6%;80;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;Glenmorangie 18-year-old 43%;80;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;Glenmorangie 21-year-old 43% Jubiläumsabfüllung;85;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;Glenmorangie 1972 46% Single Barrel Vintage;85;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Macdonald & Muir;Glenmorangie Port Wood Finish 47%;87;M.J. 1994;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Cellar 13 43%;81;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Milenium Malt 12-year-old 40%;80;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Traditional 100 Proof 57,2%;83;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Elegance 21-year-old 43%;82;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Original 24-year-old 43%;86;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie 1979 40%;84;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie 1977 43%;84;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie 1971 43%;86;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Madeira Wood Finish 43%;86;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Sherry Wood Finish 43%;85;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Fino Sherry Wood Finish 43%;89;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Tain L`Hermitage 43%;88;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
Glenmorangie;Highlands;Northern Highlands;Glenmorangie plc.;Glenmorangie Claret Wood Finish 43%;87;M. J. 1999;Tain, Ross-shire, IV19 1PZ;0044/18 62-89 24 77;www.glenmorangie.com;visitors@glenmorangieplc.co.uk
;;;;;;;;;;
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 12-year-old 40%;75;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 15-year-old 43%;76;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 17-year-old 43%;77;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 1973 43%;78;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 1966 43%;79;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Macdonald & Muir;Glenmoray 1964 43%;78;M.J. 1994;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Glenmorangie plc.;Glen Moray Single Speyside Malt 40%;78;M. J. 1999;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Glenmorangie plc.;Glen Moray 12-year-old mellowed in Chenin Blanc 40%;76;M. J. 1999;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Glenmorangie plc.;Glen Moray 18-Year-Old Mellowed in Chenin Blanc 40%;76;M. J. 1999;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Glenmorangie plc.;Glen Moray 1974 Port Wood Aged ;80;M. J. 1999;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Glenmorangie plc.;Glen Moray 1959 48,4%;79;M. J. 1999;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;visitors@glenmorangieplc.co.uk
Glenmoray;Highlands;Speyside;Le Martiniquaise;Glen Moray 8-year-old 43%;71;M. J. 2010;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;
Glenmoray;Highlands;Speyside;Le Martiniquaise;Glen Moray 12-year-old 40%;76;M. J. 2010;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;
Glenmoray;Highlands;Speyside;Le Martiniquaise;Glen Moray 16-year-old 40%;76;M. J. 2010;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;
Glenmoray;Highlands;Speyside;Le Martiniquaise;Glen Moray 30-year-old 43%;79;M. J. 2010;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;
Glenmoray;Highlands;Speyside;Le Martiniquaise;Glen Moray Mountain Oak Malt The Final Release 1991 58,6%;80;M. J. 2010;Bruceland Road, Elgin,Morayshire, IV30 1YE;0044/13 43-54 25 77;www.glenmoray.com;
Glen Ord;Highlands;Northern Highlands;United Distillers;Glen Ord 12-year-old 40%;75;M.J. 1994;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;United Distillers;Glenordie 12-year-old 40%;75;M.J. 1994;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;United Distillers;ORD 24-year-old 46% Cadenhead;77;M.J. 1994;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;UDV (Diageo);Glen Ord 1974 23-year-old 60,80% Rare Malts;78;M. J. 1999;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;UDV (Diageo);Glen Ord 12-year-old Hidden Malt ;78;M. J. 2010;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;UDV (Diageo);The Singleton of Glen Ord 12-year-old 40%;82;M. J. 2010;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Ord;Highlands;Northern Highlands;UDV (Diageo);Glen Ord 18-year-old Old Malt Cask 50%;81;M. J. 2010;Muir of Ord, Ross-shire, IV6 7UJ;0044/14 63-87 20 08;www.glenord.com;
Glen Rothes;Highlands;Speyside;Highland Distillers;Glen Rothes 8-year-old 40% Gordon MacPhail;80;M.J. 1994;Burnside Street, Rothes, Aberlour, AB38 7AA;;;
Glen Rothes;Highlands;Speyside;Highland Distillers;Glen Rothes 12-year-old 43% Berry Brothers and Rudd;81;M.J. 1994;Burnside Street, Rothes, Aberlour, AB38 7AA;;;
Glen Rothes;Highlands;Speyside;Highland Distillers;Glen Rothes 1979 43% Berry Brothers and Rudd;82;M.J. 1994;Burnside Street, Rothes, Aberlour, AB38 7AA;;;
Glen Rothes;Highlands;Speyside;Highland Distillers;Glen Rothes 1987 43%;81;M. J. 1999;Burnside Street, Rothes, Aberlour, AB38 7AA;;;
Glen Rothes;Highlands;Speyside;Highland Distillers;Glen Rothes 1985 43%;81;M. J. 1999;Burnside Street, Rothes, Aberlour, AB38 7AA;;;
